Eco_region,Country,Year,sub-national,MPA,Site,Station,Station_corrected,family,density.ind.ha.
Malindi-Chale,Kenya,1987,Malindi-Watamu,Park,Watamu Marine National Park,Watamu Park,Watamu_Park,Scarinae,189
Malindi-Chale,Kenya,1987,Malindi-Watamu,Reserve,Malindi_Watamu_Reserve,Uyombo,Uyombo,Scarinae,127
Malindi-Chale,Kenya,1987,Kilifi-Mombasa,Park,Kilifi,Kilifi,Kilifi,Scarinae,284
Malindi-Chale,Kenya,1987,Malindi-Watamu,Park,Kilifi,Mtwapa,Mtwapa,Scarinae,265
Malindi-Chale,Kenya,1987,Kilifi-Mombasa,Reserve,Mombasa Marine National Reserve,Bamburi,Bamburi,Scarinae,237
Malindi-Chale,Kenya,1987,Kilifi-Mombasa,Reserve,Mombasa Marine National Reserve,Leven,Leven,Scarinae,200
Malindi-Chale,Kenya,1987,Kilifi-Mombasa,Reserve,Mombasa Marine National Reserve,Andromac,Andromac,Scarinae,98
Malindi-Chale,Kenya,1987,Tiwi-Chale,Open access,Diani_Chale,Diani,Diani Reef,Scarinae,155
Msambweni-Kisite,Kenya,1987,Msambweni-Kisite,Reserve,Shimoni,Mpunguti,Mpunguti,Scarinae,1387
Msambweni-Kisite,Kenya,1987,Msambweni-Kisite,Park,Shimoni,Kisite,Kisite,Scarinae,922
Msambweni-Kisite,Kenya,1987,Msambweni-Kisite,Park,Shimoni,Makokokwe,Makokokwe,Scarinae,1037
Kiunga-Lamu,Kenya,2015,Kiunga-Lamu,Reserve,Kiunga_MNR,Ch._Mvundeni,Ch._Mvundeni,Scarinae,20
Kiunga-Lamu,Kenya,2015,Kiunga-Lamu,Reserve,Kiunga_MNR,Ch._Mvundeni,Ch._Mvundeni,Epinephelidae,40
Kiunga-Lamu,Kenya,2015,Kiunga-Lamu,Open access,Lamu,Iweni,Iweni,Scarinae,600
Kiunga-Lamu,Kenya,2015,Kiunga-Lamu,Reserve,Kiunga_MNR,Kui,Kui,Scarinae,460
Kiunga-Lamu,Kenya,2015,Kiunga-Lamu,Reserve,Kiunga_MNR,Kui,Kui,Epinephelidae,30
Kiunga-Lamu,Kenya,2015,Kiunga-Lamu,Reserve,Kiunga_MNR,Mongo Shariff,Ch._Mongo_Shariff,Epinephelidae,100
Kiunga-Lamu,Kenya,2015,Kiunga-Lamu,Reserve,Kiunga_MNR,Shimo la Tewa,Shimo_la_Tewa,Scarinae,146.6666667
Msambweni-Kisite,Kenya,2016,Msambweni-Kisite,Park,Shimoni,Kisite lee,Kisite-Sheltered,Scarinae,456
Msambweni-Kisite,Kenya,2016,Msambweni-Kisite,Park,Shimoni,Kisite lee,Kisite-Sheltered,Epinephelidae,240
Msambweni-Kisite,Kenya,2016,Msambweni-Kisite,Park,Shimoni,Mako Kokwe lee,Makokokwe,Scarinae,976
Msambweni-Kisite,Kenya,2016,Msambweni-Kisite,Park,Shimoni,Mako Kokwe lee,Makokokwe,Epinephelidae,48
Kiunga-Lamu,Kenya,1987,Kiunga-Lamu,Reserve,Kiunga_MNR,Simbaya reserve,Simbaya_reserve,Scarinae,137
Kiunga-Lamu,Kenya,1987,Kiunga-Lamu,Reserve,Kiunga_MNR,Arletts,Arletts,Scarinae,29
Kiunga-Lamu,Kenya,1987,Kiunga-Lamu,Reserve,Kiunga_MNR,Kiwayu,Kiwayu,Scarinae,42
Malindi-Chale,Kenya,1987,Malindi-Watamu,Park,Malindi Marine National Park,Malindi Park,Malindi_Park,Scarinae,353
Malindi-Chale,Kenya,1987,Malindi-Watamu,Reserve,Malindi_Watamu_Reserve,Malindi Watamu Reserve,Malindi_Watamu_Reserve,Scarinae,576
Malindi-Chale,Kenya,1987,Malindi-Watamu,Park,Watamu Marine National Park,Watamu Park,Watamu_Park,Scarinae,189
Malindi-Chale,Kenya,1987,Malindi-Watamu,Reserve,Malindi_Watamu_Reserve,Uyombo,Uyombo,Scarinae,127
Malindi-Chale,Kenya,1987,Kilifi-Mombasa,Park,Kilifi,Kilifi,Kilifi,Scarinae,284
Malindi-Chale,Kenya,1987,Malindi-Watamu,Park,Kilifi,Mtwapa,Mtwapa,Scarinae,265
Malindi-Chale,Kenya,1987,Kilifi-Mombasa,Reserve,Mombasa Marine National Reserve,Andromac,Andromac,Scarinae,98
Malindi-Chale,Kenya,1987,Tiwi-Chale,Open access,Diani_Chale,Diani,Diani Reef,Scarinae,155
Msambweni-Kisite,Kenya,1987,Msambweni-Kisite,Park,Shimoni,Kisite,Kisite,Scarinae,922
Msambweni-Kisite,Kenya,1987,Msambweni-Kisite,Park,Shimoni,Makokokwe,Makokokwe,Scarinae,1037
Reference,Chagos,2014,Reference,Park,Blenheim,Blenheim,Blenheim,Scarinae,456
Reference,Chagos,2014,Reference,Park,DGLagoonN,DGLagoonN,DGLagoonN,Scarinae,846.6666667
Reference,Chagos,2014,Reference,Park,DGOuterN,DGOuterN,DGOuterN,Scarinae,300
Reference,Chagos,2014,Reference,Park,Eagle Outer,Eagle Outer,Eagle Outer,Scarinae,976
Reference,Chagos,2014,Reference,Park,EgmontIn,EgmontIn,EgmontIn,Scarinae,624
Reference,Chagos,2014,Reference,Park,PBCoinLagoon,PBCoinLagoon,PBCoinLagoon,Scarinae,968
Reference,Chagos,2014,Reference,Park,PBDiamantLagoon,PBDiamantLagoon,PBDiamantLagoon,Scarinae,360
Reference,Chagos,2014,Reference,Park,PBIsdela Passe,PBIsdela Passe,PBIsdela Passe,Scarinae,1000
Reference,Chagos,2014,Reference,Park,PBLagKnolls,PBLagKnolls,PBLagKnolls,Scarinae,1040
Reference,Chagos,2014,Reference,Park,SAIsdela Passe,SAIsdela Passe,SAIsdela Passe,Scarinae,773.3333333
Reference,Chagos,2014,Reference,Park,SAIsle Anglaise,SAIsle Anglaise,SAIsle Anglaise,Scarinae,664
Reference,Chagos,2014,Reference,Park,Salomon Lagoon,Salomon Lagoon,Salomon Lagoon,Scarinae,473.3333333
Reference,Chagos,2014,Reference,Park,Three Brothers,Three Brothers,Three Brothers,Scarinae,632
Reference,Chagos,2014,Reference,Park,Blenheim,Blenheim,Blenheim,Epinephelidae,80
Reference,Chagos,2014,Reference,Park,DGLagoonN,DGLagoonN,DGLagoonN,Epinephelidae,140
Reference,Chagos,2014,Reference,Park,DGOuterN,DGOuterN,DGOuterN,Epinephelidae,740
Reference,Chagos,2014,Reference,Park,Eagle Outer,Eagle Outer,Eagle Outer,Epinephelidae,112
Reference,Chagos,2014,Reference,Park,EgmontIn,EgmontIn,EgmontIn,Epinephelidae,224
Reference,Chagos,2014,Reference,Park,PBCoinLagoon,PBCoinLagoon,PBCoinLagoon,Epinephelidae,96
Reference,Chagos,2014,Reference,Park,PBDiamantLagoon,PBDiamantLagoon,PBDiamantLagoon,Epinephelidae,112
Reference,Chagos,2014,Reference,Park,PBIsdela Passe,PBIsdela Passe,PBIsdela Passe,Epinephelidae,152
Reference,Chagos,2014,Reference,Park,PBLagKnolls,PBLagKnolls,PBLagKnolls,Epinephelidae,88
Reference,Chagos,2014,Reference,Park,SAIsdela Passe,SAIsdela Passe,SAIsdela Passe,Epinephelidae,173.3333333
Reference,Chagos,2014,Reference,Park,SAIsle Anglaise,SAIsle Anglaise,SAIsle Anglaise,Epinephelidae,32
Reference,Chagos,2014,Reference,Park,Salomon Lagoon,Salomon Lagoon,Salomon Lagoon,Epinephelidae,46.66666667
Reference,Chagos,2014,Reference,Park,Three Brothers,Three Brothers,Three Brothers,Epinephelidae,136
Reference,Glorieuses,2015,Reference,Park,Glo15.1,Glo15.1,Glo15.1,Scarinae,440
Reference,Glorieuses,2015,Reference,Park,Glo15.1,Glo15.1,Glo15.1,Epinephelidae,173.3333333
Reference,Glorieuses,2015,Reference,Park,Glo15.2,Glo15.2,Glo15.2,Scarinae,280
Reference,Glorieuses,2015,Reference,Park,Glo15.2,Glo15.2,Glo15.2,Epinephelidae,906.6666667
Reference,Glorieuses,2015,Reference,Park,Glo15.3,Glo15.3,Glo15.3,Scarinae,360
Reference,Glorieuses,2015,Reference,Park,Glo15.3,Glo15.3,Glo15.3,Epinephelidae,160
Reference,Glorieuses,2015,Reference,Park,Glo15.4,Glo15.4,Glo15.4,Scarinae,120
Reference,Glorieuses,2015,Reference,Park,Glo15.4,Glo15.4,Glo15.4,Epinephelidae,160
Reference,Glorieuses,2015,Reference,Park,Glo15.5,Glo15.5,Glo15.5,Scarinae,426.6666667
Reference,Glorieuses,2015,Reference,Park,Glo15.5,Glo15.5,Glo15.5,Epinephelidae,106.6666667
Reference,Glorieuses,2015,Reference,Park,Glo15.6,Glo15.6,Glo15.6,Scarinae,853.3333333
Reference,Glorieuses,2015,Reference,Park,Glo15.6,Glo15.6,Glo15.6,Epinephelidae,80
Malindi-Chale,Kenya,2021,Kilifi-Mombasa,Open access,Likoni,Androumache,Andromac,Scarinae,216
Msambweni-Kisite,Kenya,2022,Msambweni-Kisite,Open access,Msambweni,Arusha,Arusha,Scarinae,584
Kiunga-Lamu,Kenya,2023,Kiunga-Lamu,Reserve,Kiunga_MNR,Boso,Ch._Boso,Scarinae,380
Malindi-Chale,Kenya,2022,Kilifi-Mombasa,Park,Mombasa Marine National Park,Brain coral,Brain coral,Scarinae,240
Msambweni-Kisite,Kenya,2021,Msambweni-Kisite,Open access,Msambweni,Chale,Chale,Scarinae,288
Kiunga-Lamu,Kenya,2023,Kiunga-Lamu,Open access,Kizingitini,Chambani,Chambani,Scarinae,266.6666667
Kiunga-Lamu,Kenya,2023,Kiunga-Lamu,Open access,Pate,Chipopo,Chipopo,Scarinae,2133.333333
Kiunga-Lamu,Kenya,2023,Kiunga-Lamu,Reserve,Mkokoni,Chole,Chole,Scarinae,1480
Kiunga-Lamu,Kenya,2023,Kiunga-Lamu,Reserve,Kiunga_MNR,Chongo cha Boso,Ch._Boso,Scarinae,0
Kiunga-Lamu,Kenya,2023,Kiunga-Lamu,Reserve,Mkokoni,Chongo cha chano,Ch.Chano,Scarinae,0
Kiunga-Lamu,Kenya,2023,Kiunga-Lamu,Reserve,Mkokoni,Chongo cha Sharifu,Ch._Mongo_Shariff,Scarinae,700
Malindi-Chale,Kenya,2022,Kilifi-Mombasa,Park,Mombasa Marine National Park,Coral Garden,Coral_Garden_Mombasa,Scarinae,1413.333333
Kiunga-Lamu,Kenya,2023,Kiunga-Lamu,Reserve,Kiunga_MNR,Dhiwa za Ishakani,Dhiwa za Ishakani,Scarinae,220
Malindi-Chale,Kenya,2021,Tiwi-Chale,Open access,Diani_Chale,Diani Reef,Diani Reef,Scarinae,240
Malindi-Chale,Kenya,2021,Malindi-Watamu,Reserve,Watamu Marine National Reserve,Dolphin,Dolphin,Scarinae,192
Kiunga-Lamu,Kenya,2022,Kiunga-Lamu,Open access,Lamu,Iweni,Iweni,Scarinae,240
Malindi-Chale,Kenya,2021,Malindi-Watamu,Reserve,Malindi_Watamu_Reserve,Jacaranda,Jacaranda,Scarinae,560
Kiunga-Lamu,Kenya,2023,Kiunga-Lamu,Open access,Pate,Jamba Idodi,Jamba Idodi,Scarinae,1480
Msambweni-Kisite,Kenya,2022,Msambweni-Kisite,Open access,Msambweni,Jamba wa Kwale,Jamba wa Kwale,Scarinae,336
Malindi-Chale,Kenya,2022,Kilifi-Mombasa,Open access,Kanamai,Jumbo Ruins,Jumbo Ruins,Scarinae,320
Kiunga-Lamu,Kenya,2023,Kiunga-Lamu,Open access,Kizingitini,Kadhikia Fawachu,Kadhikia,Scarinae,66.66666667
Kiunga-Lamu,Kenya,2023,Kiunga-Lamu,Reserve,Kiunga_MNR,Kadhikia kuru,Kadhikia,Scarinae,933.3333333
Malindi-Chale,Kenya,2021,Kilifi-Mombasa,Park,Mombasa Marine National Park,Kasa,Kasa,Scarinae,576
Malindi-Chale,Kenya,2021,Tiwi-Chale,Open access,Waa,Kaya Similani,Kaya Similani,Scarinae,580
Malindi-Chale,Kenya,2021,Tiwi-Chale,Open access,Waa,Kikadini,Kikadini,Scarinae,224
Malindi-Chale,Kenya,2021,Kilifi-Mombasa,Open access,Kilifi,KilifiN,Kilifi,Scarinae,176
Msambweni-Kisite,Kenya,2022,Msambweni-Kisite,Open access,Munje,Kilingoni,Kilingoni,Scarinae,850
Malindi-Chale,Kenya,2021,Tiwi-Chale,Open access,Diani_Chale,Kinondo Makonde,Kinondo Makonde,Scarinae,136
Kiunga-Lamu,Kenya,2022,Kiunga-Lamu,Open access,Lamu,Kinyika_inner,Kinyika_inner,Scarinae,10
Kiunga-Lamu,Kenya,2022,Kiunga-Lamu,Open access,Lamu,Kinyika_outer,Kinyika_outer,Scarinae,10
Msambweni-Kisite,Kenya,2021,Msambweni-Kisite,Park,Shimoni,Kisite,Kisite,Scarinae,912
Kiunga-Lamu,Kenya,2023,Kiunga-Lamu,Open access,Kizingitini,Kitwani,Kitwani,Scarinae,13.33333333
Kiunga-Lamu,Kenya,2023,Kiunga-Lamu,Reserve,Kiunga_MNR,Kui,Kui,Scarinae,1853.333333
Malindi-Chale,Kenya,2020,Kilifi-Mombasa,Open access,Vipingo,Kuruwitu_Tengefu,Kuruwitu_Tengefu,Scarinae,376
Malindi-Chale,Kenya,2021,Kilifi-Mombasa,Reserve,Mombasa Marine National Reserve,Leven,Leven,Scarinae,272
Malindi-Chale,Kenya,2022,Kilifi-Mombasa,Park,Mombasa Marine National Park,Lobster bank,Lobster bank,Scarinae,344
Msambweni-Kisite,Kenya,2021,Msambweni-Kisite,Reserve,Kisite Marine National Reserve,Lower Mpunguti,Mpunguti-Lower,Scarinae,320
Kiunga-Lamu,Kenya,2023,Kiunga-Lamu,Open access,Kizingitini,Mabiyu,Mabiyu,Scarinae,0
Malindi-Chale,Kenya,2021,Tiwi-Chale,Open access,Waa,Magandia,Magandia,Scarinae,440
Kiunga-Lamu,Kenya,2023,Kiunga-Lamu,Reserve,Kiunga_MNR,Magulugulu,Magulugulu,Scarinae,2140
Msambweni-Kisite,Kenya,2021,Msambweni-Kisite,Park,Kisite Marine National Park,MakoKokwe,Makokokwe,Scarinae,784
Kiunga-Lamu,Kenya,2023,Kiunga-Lamu,Open access,Lamu,Manda Toto,Manda-Toto,Scarinae,13.33333333
Msambweni-Kisite,Kenya,2022,Msambweni-Kisite,Open access,Mkunguni,Mapasi,Mapasi,Scarinae,424
Malindi-Chale,Kenya,2020,Malindi-Watamu,Open access,Marereni,Marereni_Tengefu,Marereni,Scarinae,0
Msambweni-Kisite,Kenya,2022,Msambweni-Kisite,Open access,Msambweni,Mboe,Mboe,Scarinae,216
Msambweni-Kisite,Kenya,2022,Msambweni-Kisite,Open access,Msambweni,Mekka,Mekka,Scarinae,320
Kiunga-Lamu,Kenya,2023,Kiunga-Lamu,Reserve,Kiunga_MNR,Mikes inner,Mikes_inner,Scarinae,0
Kiunga-Lamu,Kenya,2023,Kiunga-Lamu,Reserve,Kiunga_MNR,Mikes outer,Mikes_outer,Scarinae,72
Msambweni-Kisite,Kenya,2022,Msambweni-Kisite,Open access,Mkwiro,Mji wa kale,Mji wa kale,Scarinae,280
Kiunga-Lamu,Kenya,2023,Kiunga-Lamu,Reserve,Kiunga_MNR,Mkokoni Coral Garden,Mkokoni_Coral_Garden,Scarinae,13.33333333
Msambweni-Kisite,Kenya,2022,Msambweni-Kisite,Open access,Msambweni,Mliani,Mliani,Scarinae,1000
Malindi-Chale,Kenya,2021,Malindi-Watamu,Reserve,Watamu Marine National Reserve,Moray,Moray,Scarinae,328
Malindi-Chale,Kenya,2020,Kilifi-Mombasa,Open access,Kanamai,Mradi_Tengefu,Mradi_Tengefu,Scarinae,72
Kiunga-Lamu,Kenya,2023,Kiunga-Lamu,Open access,Pate,Mtanga wa Bandari,Mtanga wa Bandari,Scarinae,0
Kiunga-Lamu,Kenya,2023,Kiunga-Lamu,Reserve,Mkokoni,Muhindi,Ch._Hindi,Scarinae,13.33333333
Malindi-Chale,Kenya,2021,Tiwi-Chale,Open access,Diani_Chale,Mvureni,Mvureni,Scarinae,493.3333333
Msambweni-Kisite,Kenya,2022,Msambweni-Kisite,Open access,Msambweni,Mwakinyavu,Mwakinyavu,Scarinae,280
Kiunga-Lamu,Kenya,2023,Kiunga-Lamu,Reserve,Kiunga_MNR,Mwamba Mkuu,Mwamba Mkuu,Scarinae,40
Kiunga-Lamu,Kenya,2023,Kiunga-Lamu,Open access,Shanga,Mwamba Yee,Mwamba Yee,Scarinae,226.6666667
Malindi-Chale,Kenya,2021,Malindi-Watamu,Park,Malindi Marine National Park,Coral garden Malindi,Old_Coral_Garden,Scarinae,710
Msambweni-Kisite,Kenya,2022,Msambweni-Kisite,Open access,Kibuyuni,Ngomani,Ngomani,Scarinae,56
Malindi-Chale,Kenya,2021,Malindi-Watamu,Park,Malindi Marine National Park,North Reef,North_Reef,Scarinae,360
Malindi-Chale,Kenya,2023,Kilifi-Mombasa,Reserve,Mombasa Marine National Reserve,Nyali Coral Garden,Nyali,Scarinae,410
Malindi-Chale,Kenya,2020,Malindi-Watamu,Park,Malindi Marine National Park,Papa Reef,Papa Reef,Scarinae,192
Kiunga-Lamu,Kenya,2023,Kiunga-Lamu,Open access,Shanga,Pethali,Pezali_Rock,Scarinae,72
Kiunga-Lamu,Kenya,2023,Kiunga-Lamu,Open access,Shanga,Popo,Popo,Scarinae,2186.666667
Malindi-Chale,Kenya,2023,Kilifi-Mombasa,Reserve,Mombasa Marine National Reserve,Ras Iwatine,Ras_Iwatine,Scarinae,1560
Kiunga-Lamu,Kenya,2023,Kiunga-Lamu,Open access,Shanga,Sagafu,Sagafu,Scarinae,88
Malindi-Chale,Kenya,2023,Kilifi-Mombasa,Park,Mombasa Marine National Park,Starfish,Starfish,Scarinae,520
Malindi-Chale,Kenya,2022,Kilifi-Mombasa,Open access,Kilifi,Takaungu,Takaungu,Scarinae,106.6666667
Malindi-Chale,Kenya,2020,Malindi-Watamu,Park,Watamu Marine National Park,Turtle Reef,Turtle_Reef,Scarinae,280
Msambweni-Kisite,Kenya,2021,Msambweni-Kisite,Reserve,Kisite Marine National Reserve,Upper Mpunguti,Mpunguti-Upper,Scarinae,408
Malindi-Chale,Kenya,2021,Malindi-Watamu,Reserve,Watamu Marine National Reserve,Uyombo,Uyombo,Scarinae,232
Malindi-Chale,Kenya,2021,Kilifi-Mombasa,Open access,Vuma,Vuma North,Vuma,Scarinae,48
Malindi-Chale,Kenya,2021,Kilifi-Mombasa,Open access,Vuma,Vuma South,Vuma,Scarinae,24
Msambweni-Kisite,Kenya,2020,Msambweni-Kisite,Open access,Wasini,Wasini_Tengefu,Wasini_Tengefu,Scarinae,152
Malindi-Chale,Kenya,2022,Kilifi-Mombasa,Open access,Vuma,Wembe,Wembe,Scarinae,112
Malindi-Chale,Kenya,2021,Kilifi-Mombasa,Open access,Likoni,Androumache,Andromac,Epinephelidae,16
Msambweni-Kisite,Kenya,2022,Msambweni-Kisite,Open access,Msambweni,Arusha,Arusha,Epinephelidae,24
Kiunga-Lamu,Kenya,2023,Kiunga-Lamu,Reserve,Kiunga_MNR,Boso,Ch._Boso,Epinephelidae,0
Malindi-Chale,Kenya,2022,Kilifi-Mombasa,Park,Mombasa Marine National Park,Brain coral,Brain coral,Epinephelidae,88
Msambweni-Kisite,Kenya,2021,Msambweni-Kisite,Open access,Msambweni,Chale,Chale,Epinephelidae,64
Kiunga-Lamu,Kenya,2023,Kiunga-Lamu,Open access,Kizingitini,Chambani,Chambani,Epinephelidae,0
Kiunga-Lamu,Kenya,2023,Kiunga-Lamu,Open access,Pate,Chipopo,Chipopo,Epinephelidae,200
Kiunga-Lamu,Kenya,2023,Kiunga-Lamu,Reserve,Mkokoni,Chole,Chole,Epinephelidae,13.33333333
Kiunga-Lamu,Kenya,2023,Kiunga-Lamu,Reserve,Kiunga_MNR,Chongo cha Boso,Ch._Boso,Epinephelidae,280
Kiunga-Lamu,Kenya,2023,Kiunga-Lamu,Reserve,Mkokoni,Chongo cha chano,Ch.Chano,Epinephelidae,120
Kiunga-Lamu,Kenya,2023,Kiunga-Lamu,Reserve,Mkokoni,Chongo cha Sharifu,Ch._Mongo_Shariff,Epinephelidae,220
Malindi-Chale,Kenya,2022,Kilifi-Mombasa,Park,Mombasa Marine National Park,Coral Garden,Coral_Garden_Mombasa,Epinephelidae,146.6666667
Kiunga-Lamu,Kenya,2023,Kiunga-Lamu,Reserve,Kiunga_MNR,Dhiwa za Ishakani,Dhiwa za Ishakani,Epinephelidae,20
Malindi-Chale,Kenya,2021,Tiwi-Chale,Open access,Diani_Chale,Diani Reef,Diani Reef,Epinephelidae,32
Malindi-Chale,Kenya,2021,Malindi-Watamu,Reserve,Watamu Marine National Reserve,Dolphin,Dolphin,Epinephelidae,344
Kiunga-Lamu,Kenya,2022,Kiunga-Lamu,Open access,Lamu,Iweni,Iweni,Epinephelidae,8
Malindi-Chale,Kenya,2021,Malindi-Watamu,Reserve,Malindi_Watamu_Reserve,Jacaranda,Jacaranda,Epinephelidae,24
Kiunga-Lamu,Kenya,2023,Kiunga-Lamu,Open access,Pate,Jamba Idodi,Jamba Idodi,Epinephelidae,26.66666667
Msambweni-Kisite,Kenya,2022,Msambweni-Kisite,Open access,Msambweni,Jamba wa Kwale,Jamba wa Kwale,Epinephelidae,32
Malindi-Chale,Kenya,2022,Kilifi-Mombasa,Open access,Kanamai,Jumbo Ruins,Jumbo Ruins,Epinephelidae,8
Kiunga-Lamu,Kenya,2023,Kiunga-Lamu,Open access,Kizingitini,Kadhikia Fawachu,Kadhikia,Epinephelidae,13.33333333
